2010 Federal Election House of Representatives First Preferences By Candidate By Polling Place for NSW [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-08-24T18:16:36 Cycle:1156ec49-ba92-419f-ad74-e269ebab66f1 Created:2010-08-24T18:02:33 Environment:PROD Site:CDC Server:DB01 Version:6.0.9.8314]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,103,Banks,2646,Beverly Hills South,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,673,-12.43
NSW,103,Banks,2646,Beverly Hills South,21561,DELEZIO,Ron,4,N,N,LP,Liberal,571,13.1
NSW,103,Banks,2646,Beverly Hills South,999,Informal,Informal,999,N,N,,Informal,145,3.32
NSW,103,Banks,36,Blakehurst,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,60,5.15
NSW,103,Banks,36,Blakehurst,20888,PARSONS,Michael,2,N,N,ON,One Nation,6,0.9
NSW,103,Banks,36,Blakehurst,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,184,-14.78
NSW,103,Banks,36,Blakehurst,21561,DELEZIO,Ron,4,N,N,LP,Liberal,414,13.52
NSW,103,Banks,36,Blakehurst,999,Informal,Informal,999,N,N,,Informal,40,3.65
NSW,103,Banks,46,Blakehurst North,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,96,4.93
NSW,103,Banks,46,Blakehurst North,20888,PARSONS,Michael,2,N,N,ON,One Nation,6,0.75
NSW,103,Banks,46,Blakehurst North,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,332,-9.37
NSW,103,Banks,46,Blakehurst North,21561,DELEZIO,Ron,4,N,N,LP,Liberal,370,7.63
NSW,103,Banks,46,Blakehurst North,999,Informal,Informal,999,N,N,,Informal,102,7.2
NSW,103,Banks,33,Blakehurst South,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,89,0.88
NSW,103,Banks,33,Blakehurst South,20888,PARSONS,Michael,2,N,N,ON,One Nation,13,0.92
NSW,103,Banks,33,Blakehurst South,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,320,-7.15
NSW,103,Banks,33,Blakehurst South,21561,DELEZIO,Ron,4,N,N,LP,Liberal,998,7.74
NSW,103,Banks,33,Blakehurst South,999,Informal,Informal,999,N,N,,Informal,68,0.41
NSW,103,Banks,56472,Carlton South (Banks),20846,SPIGHT,Paul,1,N,N,GRN,The Greens,55,5.39
NSW,103,Banks,56472,Carlton South (Banks),20888,PARSONS,Michael,2,N,N,ON,One Nation,15,3.67
NSW,103,Banks,56472,Carlton South (Banks),21087,MELHAM,Daryl,3,N,Y,ALP,Labor,195,-13.38
NSW,103,Banks,56472,Carlton South (Banks),21561,DELEZIO,Ron,4,N,N,LP,Liberal,144,6.64
NSW,103,Banks,56472,Carlton South (Banks),999,Informal,Informal,999,N,N,,Informal,71,9.76
NSW,103,Banks,65,Carlton West (Banks),20846,SPIGHT,Paul,1,N,N,GRN,The Greens,162,3.64
NSW,103,Banks,65,Carlton West (Banks),20888,PARSONS,Michael,2,N,N,ON,One Nation,29,2.12
NSW,103,Banks,65,Carlton West (Banks),21087,MELHAM,Daryl,3,N,Y,ALP,Labor,576,-13.42
NSW,103,Banks,65,Carlton West (Banks),21561,DELEZIO,Ron,4,N,N,LP,Liberal,599,10.97
NSW,103,Banks,65,Carlton West (Banks),999,Informal,Informal,999,N,N,,Informal,130,2.61
NSW,103,Banks,42,Connells Point,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,181,0.73
NSW,103,Banks,42,Connells Point,20888,PARSONS,Michael,2,N,N,ON,One Nation,27,1.05
NSW,103,Banks,42,Connells Point,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,663,-10.26
NSW,103,Banks,42,Connells Point,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1694,11.65
NSW,103,Banks,42,Connells Point,999,Informal,Informal,999,N,N,,Informal,133,0.48
NSW,103,Banks,30094,Divisional Office (PREPOLL),20846,SPIGHT,Paul,1,N,N,GRN,The Greens,0,-6.55
NSW,103,Banks,30094,Divisional Office (PREPOLL),20888,PARSONS,Michael,2,N,N,ON,One Nation,0,0
NSW,103,Banks,30094,Divisional Office (PREPOLL),21087,MELHAM,Daryl,3,N,Y,ALP,Labor,0,-56.55
NSW,103,Banks,30094,Divisional Office (PREPOLL),21561,DELEZIO,Ron,4,N,N,LP,Liberal,0,-30.95
NSW,103,Banks,30094,Divisional Office (PREPOLL),999,Informal,Informal,999,N,N,,Informal,0,-4.55
NSW,103,Banks,2663,Hurstville,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,261,5.48
NSW,103,Banks,2663,Hurstville,20888,PARSONS,Michael,2,N,N,ON,One Nation,26,1.2
NSW,103,Banks,2663,Hurstville,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,1000,-19.6
NSW,103,Banks,2663,Hurstville,21561,DELEZIO,Ron,4,N,N,LP,Liberal,876,16.65
NSW,103,Banks,2663,Hurstville,999,Informal,Informal,999,N,N,,Informal,223,2.01
NSW,103,Banks,44,Hurstville Central,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,16,0.11
NSW,103,Banks,44,Hurstville Central,20888,PARSONS,Michael,2,N,N,ON,One Nation,3,2.05
NSW,103,Banks,44,Hurstville Central,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,56,-11.4
NSW,103,Banks,44,Hurstville Central,21561,DELEZIO,Ron,4,N,N,LP,Liberal,71,13.02
NSW,103,Banks,44,Hurstville Central,999,Informal,Informal,999,N,N,,Informal,13,3.25
NSW,103,Banks,2664,Hurstville East,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,176,2.93
NSW,103,Banks,2664,Hurstville East,20888,PARSONS,Michael,2,N,N,ON,One Nation,28,1.42
NSW,103,Banks,2664,Hurstville East,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,940,-14.2
NSW,103,Banks,2664,Hurstville East,21561,DELEZIO,Ron,4,N,N,LP,Liberal,831,15.45
NSW,103,Banks,2664,Hurstville East,999,Informal,Informal,999,N,N,,Informal,247,3.44
NSW,103,Banks,45,Hurstville Grove,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,247,3.01
NSW,103,Banks,45,Hurstville Grove,20888,PARSONS,Michael,2,N,N,ON,One Nation,32,1.37
NSW,103,Banks,45,Hurstville Grove,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,810,-13.47
NSW,103,Banks,45,Hurstville Grove,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1244,13.5
NSW,103,Banks,45,Hurstville Grove,999,Informal,Informal,999,N,N,,Informal,127,1.17
NSW,103,Banks,2665,Hurstville North,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,195,4.03
NSW,103,Banks,2665,Hurstville North,20888,PARSONS,Michael,2,N,N,ON,One Nation,30,1.47
NSW,103,Banks,2665,Hurstville North,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,909,-16.19
NSW,103,Banks,2665,Hurstville North,21561,DELEZIO,Ron,4,N,N,LP,Liberal,901,16.05
NSW,103,Banks,2665,Hurstville North,999,Informal,Informal,999,N,N,,Informal,278,2.34
NSW,103,Banks,34046,Hurstville PPVC,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,362,2.33
NSW,103,Banks,34046,Hurstville PPVC,20888,PARSONS,Michael,2,N,N,ON,One Nation,67,1.62
NSW,103,Banks,34046,Hurstville PPVC,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,1810,-12.83
NSW,103,Banks,34046,Hurstville PPVC,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1889,14.74
NSW,103,Banks,34046,Hurstville PPVC,999,Informal,Informal,999,N,N,,Informal,492,6.18
NSW,103,Banks,4,Lugarno,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,207,1.95
NSW,103,Banks,4,Lugarno,20888,PARSONS,Michael,2,N,N,ON,One Nation,42,1.45
NSW,103,Banks,4,Lugarno,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,859,-5.87
NSW,103,Banks,4,Lugarno,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1793,7.03
NSW,103,Banks,4,Lugarno,999,Informal,Informal,999,N,N,,Informal,141,0.04
NSW,103,Banks,55,Mortdale Central,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,213,4.71
NSW,103,Banks,55,Mortdale Central,20888,PARSONS,Michael,2,N,N,ON,One Nation,33,1.88
NSW,103,Banks,55,Mortdale Central,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,807,-9.03
NSW,103,Banks,55,Mortdale Central,21561,DELEZIO,Ron,4,N,N,LP,Liberal,703,5.79
NSW,103,Banks,55,Mortdale Central,999,Informal,Informal,999,N,N,,Informal,146,1.18
NSW,103,Banks,56,Mortdale East,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,238,5.6
NSW,103,Banks,56,Mortdale East,20888,PARSONS,Michael,2,N,N,ON,One Nation,31,2.11
NSW,103,Banks,56,Mortdale East,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,598,-10.92
NSW,103,Banks,56,Mortdale East,21561,DELEZIO,Ron,4,N,N,LP,Liberal,602,6.48
NSW,103,Banks,56,Mortdale East,999,Informal,Informal,999,N,N,,Informal,83,2.04
NSW,103,Banks,57,Mortdale Heights,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,74,1.58
NSW,103,Banks,57,Mortdale Heights,20888,PARSONS,Michael,2,N,N,ON,One Nation,16,1.51
NSW,103,Banks,57,Mortdale Heights,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,458,-5.25
NSW,103,Banks,57,Mortdale Heights,21561,DELEZIO,Ron,4,N,N,LP,Liberal,514,5.21
NSW,103,Banks,57,Mortdale Heights,999,Informal,Informal,999,N,N,,Informal,71,2.68
NSW,103,Banks,5,Mortdale West,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,180,2.59
NSW,103,Banks,5,Mortdale West,20888,PARSONS,Michael,2,N,N,ON,One Nation,55,2.63
NSW,103,Banks,5,Mortdale West,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,964,-9.61
NSW,103,Banks,5,Mortdale West,21561,DELEZIO,Ron,4,N,N,LP,Liberal,894,8.96
NSW,103,Banks,5,Mortdale West,999,Informal,Informal,999,N,N,,Informal,149,0.94
NSW,103,Banks,6,Narwee,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,236,3.79
NSW,103,Banks,6,Narwee,20888,PARSONS,Michael,2,N,N,ON,One Nation,34,1.26
NSW,103,Banks,6,Narwee,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,1319,-10.79
NSW,103,Banks,6,Narwee,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1104,11.19
NSW,103,Banks,6,Narwee,999,Informal,Informal,999,N,N,,Informal,248,1.17
NSW,103,Banks,58,Oatley,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,338,2.61
NSW,103,Banks,58,Oatley,20888,PARSONS,Michael,2,N,N,ON,One Nation,38,1.43
NSW,103,Banks,58,Oatley,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,854,-9.97
NSW,103,Banks,58,Oatley,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1435,9.44
NSW,103,Banks,58,Oatley,999,Informal,Informal,999,N,N,,Informal,125,1.23
NSW,103,Banks,59,Oatley West,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,281,0.67
NSW,103,Banks,59,Oatley West,20888,PARSONS,Michael,2,N,N,ON,One Nation,29,1.18
NSW,103,Banks,59,Oatley West,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,854,-5.01
NSW,103,Banks,59,Oatley West,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1296,6.45
NSW,103,Banks,59,Oatley West,999,Informal,Informal,999,N,N,,Informal,143,2.53
NSW,103,Banks,7,Padstow,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,231,2.58
NSW,103,Banks,7,Padstow,20888,PARSONS,Michael,2,N,N,ON,One Nation,65,2.23
NSW,103,Banks,7,Padstow,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,1464,-7.95
NSW,103,Banks,7,Padstow,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1154,9.99
NSW,103,Banks,7,Padstow,999,Informal,Informal,999,N,N,,Informal,318,4.2
NSW,103,Banks,8,Padstow East,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,94,2.53
NSW,103,Banks,8,Padstow East,20888,PARSONS,Michael,2,N,N,ON,One Nation,25,2.02
NSW,103,Banks,8,Padstow East,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,599,-7.11
NSW,103,Banks,8,Padstow East,21561,DELEZIO,Ron,4,N,N,LP,Liberal,519,11.55
NSW,103,Banks,8,Padstow East,999,Informal,Informal,999,N,N,,Informal,104,2.11
NSW,103,Banks,9,Padstow North,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,93,2.62
NSW,103,Banks,9,Padstow North,20888,PARSONS,Michael,2,N,N,ON,One Nation,41,3.08
NSW,103,Banks,9,Padstow North,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,678,-7.22
NSW,103,Banks,9,Padstow North,21561,DELEZIO,Ron,4,N,N,LP,Liberal,521,8.59
NSW,103,Banks,9,Padstow North,999,Informal,Informal,999,N,N,,Informal,111,3.27
NSW,103,Banks,10,Padstow South,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,199,2.05
NSW,103,Banks,10,Padstow South,20888,PARSONS,Michael,2,N,N,ON,One Nation,69,2.63
NSW,103,Banks,10,Padstow South,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,1112,-6.87
NSW,103,Banks,10,Padstow South,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1244,7.34
NSW,103,Banks,10,Padstow South,999,Informal,Informal,999,N,N,,Informal,193,2.18
NSW,103,Banks,16,Peakhurst East,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,171,3.2
NSW,103,Banks,16,Peakhurst East,20888,PARSONS,Michael,2,N,N,ON,One Nation,42,2.22
NSW,103,Banks,16,Peakhurst East,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,942,-8.81
NSW,103,Banks,16,Peakhurst East,21561,DELEZIO,Ron,4,N,N,LP,Liberal,735,8.05
NSW,103,Banks,16,Peakhurst East,999,Informal,Informal,999,N,N,,Informal,179,3.17
NSW,103,Banks,17,Peakhurst South,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,138,2.54
NSW,103,Banks,17,Peakhurst South,20888,PARSONS,Michael,2,N,N,ON,One Nation,40,2.08
NSW,103,Banks,17,Peakhurst South,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,750,-4.27
NSW,103,Banks,17,Peakhurst South,21561,DELEZIO,Ron,4,N,N,LP,Liberal,999,3.47
NSW,103,Banks,17,Peakhurst South,999,Informal,Informal,999,N,N,,Informal,109,1.19
NSW,103,Banks,18,Peakhurst West,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,219,3.31
NSW,103,Banks,18,Peakhurst West,20888,PARSONS,Michael,2,N,N,ON,One Nation,45,1.75
NSW,103,Banks,18,Peakhurst West,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,1058,-5.86
NSW,103,Banks,18,Peakhurst West,21561,DELEZIO,Ron,4,N,N,LP,Liberal,1249,4.8
NSW,103,Banks,18,Peakhurst West,999,Informal,Informal,999,N,N,,Informal,201,1.61
NSW,103,Banks,19,Penshurst,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,141,2.87
NSW,103,Banks,19,Penshurst,20888,PARSONS,Michael,2,N,N,ON,One Nation,32,1.93
NSW,103,Banks,19,Penshurst,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,762,-10.91
NSW,103,Banks,19,Penshurst,21561,DELEZIO,Ron,4,N,N,LP,Liberal,726,11.96
NSW,103,Banks,19,Penshurst,999,Informal,Informal,999,N,N,,Informal,151,0.64
NSW,103,Banks,60,Penshurst Central,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,258,3.66
NSW,103,Banks,60,Penshurst Central,20888,PARSONS,Michael,2,N,N,ON,One Nation,44,2.06
NSW,103,Banks,60,Penshurst Central,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,1015,-13.42
NSW,103,Banks,60,Penshurst Central,21561,DELEZIO,Ron,4,N,N,LP,Liberal,821,11.75
NSW,103,Banks,60,Penshurst Central,999,Informal,Informal,999,N,N,,Informal,241,4.11
NSW,103,Banks,23,Punchbowl (Banks),20846,SPIGHT,Paul,1,N,N,GRN,The Greens,110,6.59
NSW,103,Banks,23,Punchbowl (Banks),20888,PARSONS,Michael,2,N,N,ON,One Nation,13,1.22
NSW,103,Banks,23,Punchbowl (Banks),21087,MELHAM,Daryl,3,N,Y,ALP,Labor,684,-5.33
NSW,103,Banks,23,Punchbowl (Banks),21561,DELEZIO,Ron,4,N,N,LP,Liberal,261,7.12
NSW,103,Banks,23,Punchbowl (Banks),999,Informal,Informal,999,N,N,,Informal,237,5.82
NSW,103,Banks,24,Revesby (Banks),20846,SPIGHT,Paul,1,N,N,GRN,The Greens,65,3.5
NSW,103,Banks,24,Revesby (Banks),20888,PARSONS,Michael,2,N,N,ON,One Nation,24,3.23
NSW,103,Banks,24,Revesby (Banks),21087,MELHAM,Daryl,3,N,Y,ALP,Labor,396,-6.88
NSW,103,Banks,24,Revesby (Banks),21561,DELEZIO,Ron,4,N,N,LP,Liberal,257,6.25
NSW,103,Banks,24,Revesby (Banks),999,Informal,Informal,999,N,N,,Informal,101,2.46
NSW,103,Banks,25,Revesby North (Banks),20846,SPIGHT,Paul,1,N,N,GRN,The Greens,146,2.71
NSW,103,Banks,25,Revesby North (Banks),20888,PARSONS,Michael,2,N,N,ON,One Nation,46,2.31
NSW,103,Banks,25,Revesby North (Banks),21087,MELHAM,Daryl,3,N,Y,ALP,Labor,1066,-6.15
NSW,103,Banks,25,Revesby North (Banks),21561,DELEZIO,Ron,4,N,N,LP,Liberal,733,8.06
NSW,103,Banks,25,Revesby North (Banks),999,Informal,Informal,999,N,N,,Informal,245,2.3
NSW,103,Banks,58722,Revesby PPVC,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,60,-0.71
NSW,103,Banks,58722,Revesby PPVC,20888,PARSONS,Michael,2,N,N,ON,One Nation,18,1.73
NSW,103,Banks,58722,Revesby PPVC,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,488,-9.75
NSW,103,Banks,58722,Revesby PPVC,21561,DELEZIO,Ron,4,N,N,LP,Liberal,474,14.53
NSW,103,Banks,58722,Revesby PPVC,999,Informal,Informal,999,N,N,,Informal,94,3.74
NSW,103,Banks,3,Riverwood East,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,136,3.61
NSW,103,Banks,3,Riverwood East,20888,PARSONS,Michael,2,N,N,ON,One Nation,23,1.42
NSW,103,Banks,3,Riverwood East,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,871,-11.53
NSW,103,Banks,3,Riverwood East,21561,DELEZIO,Ron,4,N,N,LP,Liberal,594,11.38
NSW,103,Banks,3,Riverwood East,999,Informal,Informal,999,N,N,,Informal,305,8.63
NSW,103,Banks,27,Riverwood North,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,98,3.71
NSW,103,Banks,27,Riverwood North,20888,PARSONS,Michael,2,N,N,ON,One Nation,27,2.13
NSW,103,Banks,27,Riverwood North,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,795,-9.9
NSW,103,Banks,27,Riverwood North,21561,DELEZIO,Ron,4,N,N,LP,Liberal,345,8.86
NSW,103,Banks,27,Riverwood North,999,Informal,Informal,999,N,N,,Informal,228,6.84
NSW,103,Banks,28,Riverwood South,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,123,3.35
NSW,103,Banks,28,Riverwood South,20888,PARSONS,Michael,2,N,N,ON,One Nation,30,1.82
NSW,103,Banks,28,Riverwood South,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,787,-12.69
NSW,103,Banks,28,Riverwood South,21561,DELEZIO,Ron,4,N,N,LP,Liberal,704,11.59
NSW,103,Banks,28,Riverwood South,999,Informal,Informal,999,N,N,,Informal,174,1.77
NSW,103,Banks,35,South Hurstville,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,117,4.59
NSW,103,Banks,35,South Hurstville,20888,PARSONS,Michael,2,N,N,ON,One Nation,19,1.9
NSW,103,Banks,35,South Hurstville,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,404,-19.79
NSW,103,Banks,35,South Hurstville,21561,DELEZIO,Ron,4,N,N,LP,Liberal,461,15.64
NSW,103,Banks,35,South Hurstville,999,Informal,Informal,999,N,N,,Informal,103,4.18
NSW,103,Banks,43,South Hurstville South,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,69,2.9
NSW,103,Banks,43,South Hurstville South,20888,PARSONS,Michael,2,N,N,ON,One Nation,11,1.25
NSW,103,Banks,43,South Hurstville South,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,330,-13.18
NSW,103,Banks,43,South Hurstville South,21561,DELEZIO,Ron,4,N,N,LP,Liberal,473,11.65
NSW,103,Banks,43,South Hurstville South,999,Informal,Informal,999,N,N,,Informal,57,1.68
NSW,103,Banks,33594,Special Hospital Team 1,20846,SPIGHT,Paul,1,N,N,GRN,The Greens,5,-0.08
NSW,103,Banks,33594,Special Hospital Team 1,20888,PARSONS,Michael,2,N,N,ON,One Nation,2,1.12
NSW,103,Banks,33594,Special Hospital Team 1,21087,MELHAM,Daryl,3,N,Y,ALP,Labor,82,-4.19
NSW,103,Banks,33594,Special Hospital Team 1,21561,DELEZIO,Ron,4,N,N,LP,Liberal,90,5.61
NSW,103,Banks,33594,Special Hospital Team 1,999,Informal,Informal,999,N,N,,Informal,12,2.72
NSW,103,Banks,14011,Sydney (Banks),20846,SPIGHT,Paul,1,N,N,GRN,The Greens,30,8.2
NSW,103,Banks,14011,Sydney (Banks),20888,PARSONS,Michael,2,N,N,ON,One Nation,5,3.25
NSW,103,Banks,14011,Sydney (Banks),21087,MELHAM,Daryl,3,N,Y,ALP,Labor,71,-11.34
NSW,103,Banks,14011,Sydney (Banks),21561,DELEZIO,Ron,4,N,N,LP,Liberal,48,3.99
NSW,103,Banks,14011,Sydney (Banks),999,Informal,Informal,999,N,N,,Informal,21,3.98
NSW,104,Barton,32,Arncliffe,21158,McCLELLAND,Robert,1,N,Y,ALP,Labor,534,-11.96
NSW,104,Barton,32,Arncliffe,21619,FRANCIS,Simone,2,N,N,GRN,The Greens,134,-0.33
NSW,104,Barton,32,Arncliffe,21616,La MELA,John,3,N,N,LP,Liberal,340,14.33
NSW,104,Barton,32,Arncliffe,999,Informal,Informal,999,N,N,,Informal,203,7.92
NSW,104,Barton,34,Arncliffe Central,21158,McCLELLAND,Robert,1,N,Y,ALP,Labor,682,-12.15
NSW,104,Barton,34,Arncliffe Central,21619,FRANCIS,Simone,2,N,N,GRN,The Greens,135,4.04
NSW,104,Barton,34,Arncliffe Central,21616,La MELA,John,3,N,N,LP,Liberal,359,10.48
NSW,104,Barton,34,Arncliffe Central,999,Informal,Informal,999,N,N,,Informal,134,3.84
NSW,104,Barton,2642,Arncliffe West,21158,McCLELLAND,Robert,1,N,Y,ALP,Labor,1276,-13.53
NSW,104,Barton,2642,Arncliffe West,21619,FRANCIS,Simone,2,N,N,GRN,The Greens,334,1.82
NSW,104,Barton,2642,Arncliffe West,21616,La MELA,John,3,N,N,LP,Liberal,891,13.83
NSW,104,Barton,2642,Arncliffe West,999,Informal,Informal,999,N,N,,Informal,365,4.53
NSW,104,Barton,2643,Bardwell Park,21158,McCLELLAND,Robert,1,N,Y,ALP,Labor,454,-3.74
NSW,104,Barton,2643,Bardwell Park,21619,FRANCIS,Simone,2,N,N,GRN,The Greens,153,4.65
NSW,104,Barton,2643,Bardwell Park,21616,La MELA,John,3,N,N,LP,Liberal,457,3.52
NSW,104,Barton,2643,Bardwell Park,999,Informal,Informal,999,N,N,,Informal,99,0.38
NSW,104,Barton,2645,Beverly Hills,21158,McCLELLAND,Robert,1,N,Y,ALP,Labor,556,-9.6
NSW,104,Barton,2645,Beverly Hills,21619,FRANCIS,Simone,2,N,N,GRN,The Greens,79,-0.25
NSW,104,Barton,2645,Beverly Hills,21616,La MELA,John,3,N,N,LP,Liberal,499,16.18
NSW,104,Barton,2645,Beverly Hills,999,Informal,Informal,999,N,N,,Informal,115,2.1
NSW,104,Barton,2670,Beverly Hills Central,21158,McCLELLAND,Robert,1,N,Y,ALP,Labor,530,-14.33
NSW,104,Barton,2670,Beverly Hills Central,21619,FRANCIS,Simone,2,N,N,GRN,The Greens,95,3
NSW,104,Barton,2670,Beverly Hills Central,21616,La MELA,John,3,N,N,LP,Liberal,559,15.96
NSW,104,Barton,2670,Beverly Hills Central,999,Informal,Informal,999,N,N,,Informal,101,0.41
NSW,104,Barton,2647,Bexley,21158,McCLELLAND,Robert,1,N,Y,ALP,Labor,884,-8.86
NSW,104,Barton,2647,Bexley,21619,FRANCIS,Simone,2,N,N,GRN,The Greens,174,1.59
NSW,104,Barton,2647,Bexley,21616,La MELA,John,3,N,N,LP,Liberal,635,10.71
NSW,104,Barton,2647,Bexley,999,Informal,Informal,999,N,N,,Informal,228,6.01
NSW,104,Barton,2648,Bexley Central,21158,McCLELLAND,Robert,1,N,Y,ALP,Labor,400,-8.05
